pokemon_id,name,root_id,root_name,family_id,generation,image_url,tradeable,legendary
190,Aipom,190.0,Aipom,93,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png,True,False
191,Sunkern,191.0,Sunkern,94,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png,True,False
192,Sunflora,191.0,Sunkern,94,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png,True,False
193,Yanma,193.0,Yanma,95,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png,True,False
194,Wooper,194.0,Wooper,96,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png,True,False
195,Quagsire,194.0,Wooper,96,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png,True,False
196,Espeon,133.0,Eevee,67,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png,True,False
197,Umbreon,133.0,Eevee,67,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png,True,False
198,Murkrow,198.0,Murkrow,97,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png,True,False
199,Slowking,79.0,Slowpoke,33,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png,True,False
200,Misdreavus,200.0,Misdreavus,98,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png,True,False
201,Unown,201.0,Unown,99,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png,True,False
202,Wobbuffet,360.0,Wynaut,100,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png,True,False
203,Girafarig,203.0,Girafarig,101,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png,True,False
204,Pineco,204.0,Pineco,102,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png,True,False
205,Forretress,204.0,Pineco,102,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png,True,False
206,Dunsparce,206.0,Dunsparce,103,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png,True,False
207,Gligar,207.0,Gligar,104,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png,True,False
208,Steelix,95.0,Onix,41,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png,True,False
209,Snubbull,209.0,Snubbull,105,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png,True,False
210,Granbull,209.0,Snubbull,105,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png,True,False
211,Qwilfish,211.0,Qwilfish,106,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png,True,False
212,Scizor,123.0,Scyther,58,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png,True,False
213,Shuckle,213.0,Shuckle,107,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png,True,False
214,Heracross,214.0,Heracross,108,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,True,False
215,Sneasel,215.0,Sneasel,109,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png,True,False
216,Teddiursa,216.0,Teddiursa,110,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png,True,False
217,Ursaring,216.0,Teddiursa,110,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png,True,False
218,Slugma,218.0,Slugma,111,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png,True,False
219,Magcargo,218.0,Slugma,111,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png,True,False
220,Swinub,220.0,Swinub,112,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png,True,False
221,Piloswine,220.0,Swinub,112,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png,True,False
222,Corsola,222.0,Corsola,113,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png,True,False
223,Remoraid,223.0,Remoraid,114,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png,True,False
224,Octillery,223.0,Remoraid,114,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png,True,False
225,Delibird,225.0,Delibird,115,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png,True,False
226,Mantine,458.0,Mantyke,116,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png,True,False
227,Skarmory,227.0,Skarmory,117,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png,True,False
228,Houndour,228.0,Houndour,118,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png,True,False
229,Houndoom,228.0,Houndour,118,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png,True,False
230,Kingdra,116.0,Horsea,54,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png,True,False
231,Phanpy,231.0,Phanpy,119,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/231.png,True,False
232,Donphan,231.0,Phanpy,119,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/232.png,True,False
233,Porygon2,137.0,Porygon,68,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/233.png,True,False
234,Stantler,234.0,Stantler,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/234.png,True,False
235,Smeargle,235.0,Smeargle,121,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/235.png,True,False
236,Tyrogue,236.0,Tyrogue,47,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/236.png,True,False
237,Hitmontop,236.0,Tyrogue,47,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/237.png,True,False
238,Smoochum,238.0,Smoochum,59,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/238.png,True,False
239,Elekid,239.0,Elekid,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/239.png,True,False
240,Magby,240.0,Magby,61,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/240.png,True,False
241,Miltank,241.0,Miltank,122,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/241.png,True,False
242,Blissey,440.0,Happiny,51,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png,True,False
243,Raikou,243.0,Raikou,123,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png,True,True
244,Entei,244.0,Entei,124,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png,True,True
245,Suicune,245.0,Suicune,125,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/245.png,True,True
246,Larvitar,246.0,Larvitar,126,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/246.png,True,False
247,Pupitar,246.0,Larvitar,126,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/247.png,True,False
248,Tyranitar,246.0,Larvitar,126,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/248.png,True,False
249,Lugia,249.0,Lugia,127,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png,True,True
250,Ho Oh,250.0,Ho Oh,128,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png,True,True
251,Celebi,251.0,Celebi,129,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png,False,True
252,Treecko,252.0,Treecko,130,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png,True,False
253,Grovyle,252.0,Treecko,130,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png,True,False
254,Sceptile,252.0,Treecko,130,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png,True,False
255,Torchic,255.0,Torchic,131,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png,True,False
256,Combusken,255.0,Torchic,131,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png,True,False
257,Blaziken,255.0,Torchic,131,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png,True,False
258,Mudkip,258.0,Mudkip,132,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png,True,False
259,Marshtomp,258.0,Mudkip,132,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png,True,False
260,Swampert,258.0,Mudkip,132,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png,True,False
261,Poochyena,261.0,Poochyena,133,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png,True,False
262,Mightyena,261.0,Poochyena,133,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png,True,False
263,Zigzagoon,263.0,Zigzagoon,134,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png,True,False
264,Linoone,263.0,Zigzagoon,134,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png,True,False
265,Wurmple,265.0,Wurmple,135,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png,True,False
266,Silcoon,265.0,Wurmple,135,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png,True,False
267,Beautifly,265.0,Wurmple,135,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png,True,False
268,Cascoon,265.0,Wurmple,135,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png,True,False
269,Dustox,265.0,Wurmple,135,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png,True,False
270,Lotad,270.0,Lotad,136,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png,True,False
271,Lombre,270.0,Lotad,136,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png,True,False
272,Ludicolo,270.0,Lotad,136,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png,True,False
273,Seedot,273.0,Seedot,137,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png,True,False
274,Nuzleaf,273.0,Seedot,137,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png,True,False
275,Shiftry,273.0,Seedot,137,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png,True,False
276,Taillow,276.0,Taillow,138,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png,True,False
277,Swellow,276.0,Taillow,138,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png,True,False
278,Wingull,278.0,Wingull,139,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png,True,False
279,Pelipper,278.0,Wingull,139,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,True,False
280,Ralts,280.0,Ralts,140,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png,True,False
281,Kirlia,280.0,Ralts,140,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png,True,False
282,Gardevoir,280.0,Ralts,140,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png,True,False
283,Surskit,283.0,Surskit,141,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png,True,False
284,Masquerain,283.0,Surskit,141,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png,True,False
285,Shroomish,285.0,Shroomish,142,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png,True,False
286,Breloom,285.0,Shroomish,142,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png,True,False
287,Slakoth,287.0,Slakoth,143,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png,True,False
288,Vigoroth,287.0,Slakoth,143,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png,True,False
289,Slaking,287.0,Slakoth,143,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png,True,False
290,Nincada,290.0,Nincada,144,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png,True,False
291,Ninjask,290.0,Nincada,144,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png,True,False
292,Shedinja,290.0,Nincada,144,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png,True,False
293,Whismur,293.0,Whismur,145,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png,True,False
294,Loudred,293.0,Whismur,145,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png,True,False
295,Exploud,293.0,Whismur,145,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png,True,False
296,Makuhita,296.0,Makuhita,146,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png,True,False
297,Hariyama,296.0,Makuhita,146,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png,True,False
298,Azurill,298.0,Azurill,90,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png,True,False
299,Nosepass,299.0,Nosepass,147,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png,True,False
300,Skitty,300.0,Skitty,148,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png,True,False
301,Delcatty,300.0,Skitty,148,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png,True,False
302,Sableye,302.0,Sableye,149,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png,True,False
303,Mawile,303.0,Mawile,150,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png,True,False
304,Aron,304.0,Aron,151,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png,True,False
305,Lairon,304.0,Aron,151,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png,True,False
306,Aggron,304.0,Aron,151,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png,True,False
307,Meditite,307.0,Meditite,152,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png,True,False
308,Medicham,307.0,Meditite,152,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png,True,False
309,Electrike,309.0,Electrike,153,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png,True,False
310,Manectric,309.0,Electrike,153,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png,True,False
311,Plusle,311.0,Plusle,154,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png,True,False
312,Minun,312.0,Minun,155,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png,True,False
313,Volbeat,313.0,Volbeat,156,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png,True,False
314,Illumise,314.0,Illumise,157,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png,True,False
315,Roselia,406.0,Budew,158,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png,True,False
316,Gulpin,316.0,Gulpin,159,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png,True,False
317,Swalot,316.0,Gulpin,159,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png,True,False
318,Carvanha,318.0,Carvanha,160,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png,True,False
319,Sharpedo,318.0,Carvanha,160,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png,True,False
320,Wailmer,320.0,Wailmer,161,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png,True,False
321,Wailord,320.0,Wailmer,161,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png,True,False
322,Numel,322.0,Numel,162,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png,True,False
323,Camerupt,322.0,Numel,162,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png,True,False
324,Torkoal,324.0,Torkoal,163,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png,True,False
325,Spoink,325.0,Spoink,164,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png,True,False
326,Grumpig,325.0,Spoink,164,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png,True,False
327,Spinda,327.0,Spinda,165,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png,True,False
328,Trapinch,328.0,Trapinch,166,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png,True,False
329,Vibrava,328.0,Trapinch,166,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png,True,False
330,Flygon,328.0,Trapinch,166,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png,True,False
331,Cacnea,331.0,Cacnea,167,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png,True,False
332,Cacturne,331.0,Cacnea,167,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png,True,False
333,Swablu,333.0,Swablu,168,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/333.png,True,False
334,Altaria,333.0,Swablu,168,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/334.png,True,False
335,Zangoose,335.0,Zangoose,169,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/335.png,True,False
336,Seviper,336.0,Seviper,170,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/336.png,True,False
337,Lunatone,337.0,Lunatone,171,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/337.png,True,False
338,Solrock,338.0,Solrock,172,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/338.png,True,False
339,Barboach,339.0,Barboach,173,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png,True,False
340,Whiscash,339.0,Barboach,173,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png,True,False
341,Corphish,341.0,Corphish,174,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png,True,False
342,Crawdaunt,341.0,Corphish,174,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png,True,False
343,Baltoy,343.0,Baltoy,175,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png,True,False
344,Claydol,343.0,Baltoy,175,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png,True,False
345,Lileep,345.0,Lileep,176,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png,True,False
346,Cradily,345.0,Lileep,176,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png,True,False
347,Anorith,347.0,Anorith,177,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png,True,False
348,Armaldo,347.0,Anorith,177,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png,True,False
349,Feebas,349.0,Feebas,178,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png,True,False
350,Milotic,349.0,Feebas,178,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png,True,False
351,Castform,351.0,Castform,179,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png,True,False
352,Kecleon,352.0,Kecleon,180,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png,True,False
353,Shuppet,353.0,Shuppet,181,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png,True,False
354,Banette,353.0,Shuppet,181,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png,True,False
355,Duskull,355.0,Duskull,182,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png,True,False
356,Dusclops,355.0,Duskull,182,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png,True,False
357,Tropius,357.0,Tropius,183,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png,True,False
358,Chimecho,433.0,Chingling,184,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png,True,False
359,Absol,359.0,Absol,185,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png,True,False
360,Wynaut,360.0,Wynaut,100,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/360.png,True,False
361,Snorunt,361.0,Snorunt,186,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/361.png,True,False
362,Glalie,361.0,Snorunt,186,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png,True,False
363,Spheal,363.0,Spheal,187,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/363.png,True,False
364,Sealeo,363.0,Spheal,187,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/364.png,True,False
365,Walrein,363.0,Spheal,187,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/365.png,True,False
366,Clamperl,366.0,Clamperl,188,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/366.png,True,False
367,Huntail,366.0,Clamperl,188,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/367.png,True,False
368,Gorebyss,366.0,Clamperl,188,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/368.png,True,False
369,Relicanth,369.0,Relicanth,189,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/369.png,True,False
370,Luvdisc,370.0,Luvdisc,190,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/370.png,True,False
371,Bagon,371.0,Bagon,191,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/371.png,True,False
372,Shelgon,371.0,Bagon,191,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/372.png,True,False
373,Salamence,371.0,Bagon,191,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/373.png,True,False
374,Beldum,374.0,Beldum,192,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/374.png,True,False
375,Metang,374.0,Beldum,192,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/375.png,True,False
376,Metagross,374.0,Beldum,192,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/376.png,True,False
377,Regirock,377.0,Regirock,193,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/377.png,True,True
378,Regice,378.0,Regice,194,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/378.png,True,True
379,Registeel,379.0,Registeel,195,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/379.png,True,True
380,Latias,380.0,Latias,196,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/380.png,True,True
